time,droneId,x,y,vx,vy
2.62,1,77.2408,35.5184,-5.1881,10.3762
2.62,2,35.5184,77.2408,10.3762,-5.1881
2.62,3,74.689,72.1371,-6.22572,-7.26334
2.63,0,33.0597,35.6219,9.31465,10.3496
2.63,1,77.1891,35.6219,-5.17481,10.3496
2.63,2,35.6219,77.1891,10.3496,-5.17481
2.63,3,74.6269,72.0647,-6.20977,-7.24473
2.64,0,33.1526,35.7251,9.29064,10.3229
2.64,1,77.1374,35.7251,-5.16147,10.3229
2.64,2,35.7251,77.1374,10.3229,-5.16147
2.64,3,74.5649,71.9924,-6.19376,-7.22605
2.65,0,33.2453,35.8281,9.26654,10.2962
2.65,1,77.086,35.8281,-5.14808,10.2962
2.65,2,35.8281,77.086,10.2962,-5.14808
2.65,3,74.5032,71.9203,-6.17769,-7.20731
2.66,0,33.3377,35.9308,9.24236,10.2693
2.66,1,77.0346,35.9308,-5.13465,10.2693
2.66,2,35.9308,77.0346,10.2693,-5.13465
2.66,3,74.4415,71.8485,-6.16157,-7.1885
2.67,0,33.4299,36.0332,9.2181,10.2423
2.67,1,76.9834,36.0332,-5.12117,10.2423
2.67,2,36.0332,76.9834,10.2423,-5.12117
2.67,3,74.3801,71.7768,-6.1454,-7.16964
2.68,0,33.5218,36.1354,9.19377,10.2153
2.68,1,76.9323,36.1354,-5.10765,10.2153
2.68,2,36.1354,76.9323,10.2153,-5.10765
2.68,3,74.3188,71.7053,-6.12918,-7.15071
2.69,0,33.6135,36.2372,9.16935,10.1882
2.69,1,76.8814,36.2372,-5.09409,10.1882
2.69,2,36.2372,76.8814,10.1882,-5.09409
2.69,3,74.2577,71.6339,-6.1129,-7.13172
2.7,0,33.705,36.3388,9.14487,10.161
2.7,1,76.8306,36.3388,-5.08048,10.161
2.7,2,36.3388,76.8306,10.161,-5.08048
2.7,3,74.1967,71.5628,-6.09658,-7.11267
2.71,0,33.7962,36.4402,9.12031,10.1337
2.71,1,76.7799,36.4402,-5.06684,10.1337
2.71,2,36.4402,76.7799,10.1337,-5.06684
2.71,3,74.1359,71.4919,-6.08021,-7.09357
2.72,0,33.8871,36.5412,9.09568,10.1063
2.72,1,76.7294,36.5412,-5.05316,10.1063
2.72,2,36.5412,76.7294,10.1063,-5.05316
2.72,3,74.0753,71.4211,-6.06379,-7.07442
2.73,0,33.9778,36.642,9.07098,10.0789
2.73,1,76.679,36.642,-5.03944,10.0789
2.73,2,36.642,76.679,10.0789,-5.03944
2.73,3,74.0148,71.3506,-6.04732,-7.05521
2.74,0,34.0683,36.7425,9.04622,10.0514
2.74,1,76.6287,36.7425,-5.02568,10.0514
2.74,2,36.7425,76.6287,10.0514,-5.02568
2.74,3,73.9545,71.2802,-6.03081,-7.03595
2.75,0,34.1585,36.8428,9.02139,10.0238
2.75,1,76.5786,36.8428,-5.01189,10.0238
2.75,2,36.8428,76.5786,10.0238,-5.01189
2.75,3,73.8943,71.2101,-6.01426,-7.01664
2.76,0,34.2485,36.9427,8.9965,9.99611
2.76,1,76.5286,36.9427,-4.99806,9.99611
2.76,2,36.9427,76.5286,9.99611,-4.99806
2.76,3,73.8344,71.1401,-5.99767,-6.99728
2.77,0,34.3382,37.0424,8.97155,9.96839
2.77,1,76.4788,37.0424,-4.98419,9.96839
2.77,2,37.0424,76.4788,9.96839,-4.98419
2.77,3,73.7745,71.0703,-5.98103,-6.97787
2.78,0,34.4277,37.1418,8.94654,9.9406
2.78,1,76.4291,37.1418,-4.9703,9.9406
2.78,2,37.1418,76.4291,9.9406,-4.9703
2.78,3,73.7149,71.0007,-5.96436,-6.95842
2.79,0,34.5169,37.241,8.92147,9.91274
2.79,1,76.3795,37.241,-4.95637,9.91274
2.79,2,37.241,76.3795,9.91274,-4.95637
2.79,3,73.6554,70.9313,-5.94765,-6.93892
2.8,0,34.6058,37.3398,8.89635,9.88483
2.8,1,76.3301,37.3398,-4.94241,9.88483
2.8,2,37.3398,76.3301,9.88483,-4.94241
2.8,3,73.5961,70.8621,-5.9309,-6.91938
2.81,0,34.6945,37.4384,8.87117,9.85685
2.81,1,76.2808,37.4384,-4.92843,9.85685
2.81,2,37.4384,76.2808,9.85685,-4.92843
2.81,3,73.537,70.7931,-5.91411,-6.8998
2.82,0,34.783,37.5367,8.84593,9.82881
2.82,1,76.2317,37.5367,-4.91441,9.82881
2.82,2,37.5367,76.2317,9.82881,-4.91441
2.82,3,73.478,70.7243,-5.89729,-6.88017
2.83,0,34.8712,37.6347,8.82065,9.80072
2.83,1,76.1827,37.6347,-4.90036,9.80072
2.83,2,37.6347,76.1827,9.80072,-4.90036
2.83,3,73.4192,70.6557,-5.88043,-6.86051
2.84,0,34.9592,37.7324,8.79532,9.77258
2.84,1,76.1338,37.7324,-4.88629,9.77258
2.84,2,37.7324,76.1338,9.77258,-4.88629
2.84,3,73.3606,70.5873,-5.86355,-6.8408
2.85,0,35.0469,37.8298,8.76994,9.74437
2.85,1,76.0851,37.8298,-4.87219,9.74437
2.85,2,37.8298,76.0851,9.74437,-4.87219
2.85,3,73.3021,70.5191,-5.84662,-6.82106
2.86,0,35.1343,37.927,8.74451,9.71612
2.86,1,76.0365,37.927,-4.85806,9.71612
2.86,2,37.927,76.0365,9.71612,-4.85806
2.86,3,73.2438,70.4511,-5.82967,-6.80129
2.87,0,35.2215,38.0239,8.71904,9.68782
2.87,1,75.9881,38.0239,-4.84391,9.68782
2.87,2,38.0239,75.9881,9.68782,-4.84391
2.87,3,73.1857,70.3833,-5.81269,-6.78147
2.88,0,35.3084,38.1205,8.69352,9.65947
2.88,1,75.9398,38.1205,-4.82974,9.65947
2.88,2,38.1205,75.9398,9.65947,-4.82974
2.88,3,73.1277,70.3157,-5.79568,-6.76163
2.89,0,35.3951,38.2168,8.66797,9.63108
2.89,1,75.8916,38.2168,-4.81554,9.63108
2.89,2,38.2168,75.8916,9.63108,-4.81554
2.89,3,73.0699,70.2482,-5.77865,-6.74175
2.9,0,35.4815,38.3128,8.64237,9.60264
2.9,1,75.8436,38.3128,-4.80132,9.60264
2.9,2,38.3128,75.8436,9.60264,-4.80132
2.9,3,73.0123,70.181,-5.76158,-6.72185
2.91,0,35.5677,38.4086,8.61674,9.57415
2.91,1,75.7957,38.4086,-4.78708,9.57415
2.91,2,38.4086,75.7957,9.57415,-4.78708
2.91,3,72.9549,70.114,-5.74449,-6.70191
2.92,0,35.6536,38.504,8.59107,9.54563
2.92,1,75.748,38.504,-4.77281,9.54563
2.92,2,38.504,75.748,9.54563,-4.77281
2.92,3,72.8976,70.0472,-5.72738,-6.68194
2.93,0,35.7393,38.5992,8.56536,9.51707
2.93,1,75.7004,38.5992,-4.75853,9.51707
2.93,2,38.5992,75.7004,9.51707,-4.75853
2.93,3,72.8405,69.9806,-5.71024,-6.66195
2.94,0,35.8247,38.6941,8.53962,9.48846
2.94,1,75.653,38.6941,-4.74423,9.48846
2.94,2,38.6941,75.653,9.48846,-4.74423
2.94,3,72.7836,69.9142,-5.69308,-6.64192
2.95,0,35.9098,38.7887,8.51384,9.45983
2.95,1,75.6057,38.7887,-4.72991,9.45983
2.95,2,38.7887,75.6057,9.45983,-4.72991
2.95,3,72.7268,69.8479,-5.6759,-6.62188
2.96,0,35.9947,38.883,8.48804,9.43115
2.96,1,75.5585,38.883,-4.71558,9.43115
2.96,2,38.883,75.5585,9.43115,-4.71558
2.96,3,72.6702,69.7819,-5.65869,-6.60181
2.97,0,36.0793,38.977,8.4622,9.40245
2.97,1,75.5115,38.977,-4.70122,9.40245
2.97,2,38.977,75.5115,9.40245,-4.70122
2.97,3,72.6138,69.7161,-5.64147,-6.58171
2.98,0,36.1637,39.0707,8.43634,9.37371
2.98,1,75.4646,39.0707,-4.68686,9.37371
2.98,2,39.0707,75.4646,9.37371,-4.68686
2.98,3,72.5576,69.6505,-5.62423,-6.5616
2.99,0,36.2478,39.1642,8.41045,9.34494
2.99,1,75.4179,39.1642,-4.67247,9.34494
2.99,2,39.1642,75.4179,9.34494,-4.67247
2.99,3,72.5015,69.5851,-5.60697,-6.54146
3,0,36.3316,39.2573,8.38453,9.31615
3,1,75.3713,39.2573,-4.65807,9.31615
3,2,39.2573,75.3713,9.31615,-4.65807
3,3,72.4456,69.5199,-5.58969,-6.5213
3.01,0,36.4152,39.3502,8.35859,9.28732
3.01,1,75.3249,39.3502,-4.64366,9.28732
3.01,2,39.3502,75.3249,9.28732,-4.64366
3.01,3,72.3899,69.4548,-5.57239,-6.50113
3.02,0,36.4985,39.4428,8.33263,9.25848
3.02,1,75.2786,39.4428,-4.62924,9.25848
3.02,2,39.4428,75.2786,9.25848,-4.62924
3.02,3,72.3343,69.39,-5.55509,-6.48093
3.03,0,36.5816,39.5351,8.30664,9.2296
3.03,1,75.2324,39.5351,-4.6148,9.2296
3.03,2,39.5351,75.2324,9.2296,-4.6148
3.03,3,72.2789,69.3254,-5.53776,-6.46072
3.04,0,36.6644,39.6271,8.28064,9.20071
3.04,1,75.1864,39.6271,-4.60035,9.20071
3.04,2,39.6271,75.1864,9.20071,-4.60035
3.04,3,72.2237,69.261,-5.52042,-6.44049
3.05,0,36.7469,39.7188,8.25461,9.17179
3.05,1,75.1406,39.7188,-4.58589,9.17179
3.05,2,39.7188,75.1406,9.17179,-4.58589
3.05,3,72.1687,69.1968,-5.50307,-6.42025
3.06,0,36.8292,39.8103,8.22857,9.14285
3.06,1,75.0949,39.8103,-4.57143,9.14285
3.06,2,39.8103,75.0949,9.14285,-4.57143
3.06,3,72.1138,69.1328,-5.48571,-6.4
3.07,0,36.9113,39.9014,8.20251,9.1139
3.07,1,75.0493,39.9014,-4.55695,9.1139
3.07,2,39.9014,75.0493,9.1139,-4.55695
3.07,3,72.0592,69.069,-5.46834,-6.37973
3.08,0,36.993,39.9922,8.17643,9.08493
3.08,1,75.0039,39.9922,-4.54246,9.08493
3.08,2,39.9922,75.0039,9.08493,-4.54246
3.08,3,72.0047,69.0054,-5.45096,-6.35945
3.09,0,37.0745,40.0828,8.15034,9.05594
3.09,1,74.9586,40.0828,-4.52797,9.05594
3.09,2,40.0828,74.9586,9.05594,-4.52797
3.09,3,71.9503,68.942,-5.43356,-6.33916
3.1,0,37.1558,40.1731,8.12424,9.02693
3.1,1,74.9135,40.1731,-4.51347,9.02693
3.1,2,40.1731,74.9135,9.02693,-4.51347
3.1,3,71.8962,68.8788,-5.41616,-6.31885
3.11,0,37.2367,40.2631,8.09813,8.99792
3.11,1,74.8685,40.2631,-4.49896,8.99792
3.11,2,40.2631,74.8685,8.99792,-4.49896
3.11,3,71.8422,68.8159,-5.39875,-6.29854
3.12,0,37.3175,40.3527,8.072,8.96889
3.12,1,74.8236,40.3527,-4.48445,8.96889
3.12,2,40.3527,74.8236,8.96889,-4.48445
3.12,3,71.7884,68.7531,-5.38134,-6.27822
3.13,0,37.3979,40.4421,8.04587,8.93985
3.13,1,74.7789,40.4421,-4.46993,8.93985
3.13,2,40.4421,74.7789,8.93985,-4.46993
3.13,3,71.7347,68.6905,-5.36391,-6.2579
3.14,0,37.4781,40.5312,8.01973,8.91081
3.14,1,74.7344,40.5312,-4.4554,8.91081
3.14,2,40.5312,74.7344,8.91081,-4.4554
3.14,3,71.6813,68.6281,-5.34648,-6.23757
3.15,0,37.5581,40.6201,7.99358,8.88175
3.15,1,74.69,40.6201,-4.44088,8.88175
3.15,2,40.6201,74.69,8.88175,-4.44088
3.15,3,71.628,68.566,-5.32905,-6.21723
3.16,0,37.6377,40.7086,7.96742,8.85269
3.16,1,74.6457,40.7086,-4.42635,8.85269
3.16,2,40.7086,74.6457,8.85269,-4.42635
3.16,3,71.5748,68.504,-5.31161,-6.19688
3.17,0,37.7171,40.7968,7.94126,8.82362
3.17,1,74.6016,40.7968,-4.41181,8.82362
3.17,2,40.7968,74.6016,8.82362,-4.41181
3.17,3,71.5219,68.4422,-5.29417,-6.17654
3.18,0,37.7963,40.8848,7.9151,8.79455
3.18,1,74.5576,40.8848,-4.39728,8.79455
3.18,2,40.8848,74.5576,8.79455,-4.39728
3.18,3,71.4691,68.3807,-5.27673,-6.15619
3.19,0,37.8752,40.9724,7.88893,8.76548
3.19,1,74.5138,40.9724,-4.38274,8.76548
3.19,2,40.9724,74.5138,8.76548,-4.38274
3.19,3,71.4165,68.3193,-5.25929,-6.13584
3.2,0,37.9538,41.0598,7.86276,8.7364
3.2,1,74.4701,41.0598,-4.3682,8.7364
3.2,2,41.0598,74.4701,8.7364,-4.3682
3.2,3,71.3641,68.2581,-5.24184,-6.11548
3.21,0,38.0322,41.1469,7.8366,8.70733
3.21,1,74.4266,41.1469,-4.35366,8.70733
3.21,2,41.1469,74.4266,8.70733,-4.35366
3.21,3,71.3119,68.1972,-5.2244,-6.09513
3.22,0,38.1103,41.2336,7.81043,8.67825
3.22,1,74.3832,41.2336,-4.33913,8.67825
3.22,2,41.2336,74.3832,8.67825,-4.33913
3.22,3,71.2598,68.1364,-5.20695,-6.07478
3.23,0,38.1881,41.3201,7.78426,8.64918
3.23,1,74.3399,41.3201,-4.32459,8.64918
3.23,2,41.3201,74.3399,8.64918,-4.32459
3.23,3,71.2079,68.0759,-5.18951,-6.05443
3.24,0,38.2657,41.4063,7.7581,8.62011
3.24,1,74.2968,41.4063,-4.31005,8.62011
3.24,2,41.4063,74.2968,8.62011,-4.31005
3.24,3,71.1562,68.0156,-5.17207,-6.03408
3.25,0,38.343,41.4923,7.73194,8.59104
3.25,1,74.2539,41.4923,-4.29552,8.59104
3.25,2,41.4923,74.2539,8.59104,-4.29552
3.25,3,71.1046,67.9554,-5.15463,-6.01373
3.26,0,38.4201,41.5779,7.70578,8.56198
3.26,1,74.2111,41.5779,-4.28099,8.56198
3.26,2,41.5779,74.2111,8.56198,-4.28099
3.26,3,71.0533,67.8955,-5.13719,-5.99339
3.27,0,38.4969,41.6632,7.67963,8.53293
3.27,1,74.1684,41.6632,-4.26646,8.53293
3.27,2,41.6632,74.1684,8.53293,-4.26646
3.27,3,71.0021,67.8358,-5.11976,-5.97305
3.28,0,38.5734,41.7482,7.65349,8.50388
3.28,1,74.1259,41.7482,-4.25194,8.50388
3.28,2,41.7482,74.1259,8.50388,-4.25194
3.28,3,70.9511,67.7762,-5.10233,-5.95271
3.29,0,38.6497,41.833,7.62735,8.47484
3.29,1,74.0835,41.833,-4.23742,8.47484
3.29,2,41.833,74.0835,8.47484,-4.23742
3.29,3,70.9002,67.7169,-5.0849,-5.93239
3.3,0,38.7257,41.9174,7.60123,8.44581
3.3,1,74.0413,41.9174,-4.2229,8.44581
3.3,2,41.9174,74.0413,8.44581,-4.2229
3.3,3,70.8495,67.6578,-5.06748,-5.91207
3.31,0,38.8015,42.0016,7.57511,8.41679
3.31,1,73.9992,42.0016,-4.20839,8.41679
3.31,2,42.0016,73.9992,8.41679,-4.20839
3.31,3,70.799,67.5989,-5.05007,-5.89175
3.32,0,38.8769,42.0855,7.549,8.38778
3.32,1,73.9573,42.0855,-4.19389,8.38778
3.32,2,42.0855,73.9573,8.38778,-4.19389
3.32,3,70.7487,67.5402,-5.03267,-5.87145
3.33,0,38.9522,42.1691,7.52291,8.35879
3.33,1,73.9155,42.1691,-4.17939,8.35879
3.33,2,42.1691,73.9155,8.35879,-4.17939
3.33,3,70.6986,67.4816,-5.01527,-5.85115
3.34,0,39.0271,42.2524,7.49682,8.3298
3.34,1,73.8738,42.2524,-4.1649,8.3298
3.34,2,42.2524,73.8738,8.3298,-4.1649
3.34,3,70.6486,67.4233,-4.99788,-5.83086
3.35,0,39.1018,42.3354,7.47075,8.30084
3.35,1,73.8323,42.3354,-4.15042,8.30084
3.35,2,42.3354,73.8323,8.30084,-4.15042
3.35,3,70.5988,67.3652,-4.9805,-5.81059
3.36,0,39.1763,42.4181,7.4447,8.27188
3.36,1,73.7909,42.4181,-4.13594,8.27188
3.36,2,42.4181,73.7909,8.27188,-4.13594
3.36,3,70.5491,67.3073,-4.96313,-5.79032
3.37,0,39.2505,42.5005,7.41865,8.24295
3.37,1,73.7497,42.5005,-4.12147,8.24295
3.37,2,42.5005,73.7497,8.24295,-4.12147
3.37,3,70.4997,67.2496,-4.94577,-5.77006
3.38,0,39.3244,42.5827,7.39263,8.21403
3.38,1,73.7087,42.5827,-4.10702,8.21403
3.38,2,42.5827,73.7087,8.21403,-4.10702
3.38,3,70.4504,67.1921,-4.92842,-5.74982
3.39,0,39.3981,42.6645,7.36662,8.18513
3.39,1,73.6677,42.6645,-4.09257,8.18513
3.39,2,42.6645,73.6677,8.18513,-4.09257
3.39,3,70.4013,67.1348,-4.91108,-5.72959
3.4,0,39.4715,42.7461,7.34063,8.15625
3.4,1,73.627,42.7461,-4.07813,8.15625
3.4,2,42.7461,73.627,8.15625,-4.07813
3.4,3,70.3523,67.0777,-4.89375,-5.70938
3.41,0,39.5446,42.8274,7.31465,8.12739
3.41,1,73.5863,42.8274,-4.0637,8.12739
3.41,2,42.8274,73.5863,8.12739,-4.0637
3.41,3,70.3036,67.0208,-4.87644,-5.68918
3.42,0,39.6175,42.9083,7.2887,8.09856
3.42,1,73.5458,42.9083,-4.04928,8.09856
3.42,2,42.9083,73.5458,8.09856,-4.04928
3.42,3,70.255,66.9642,-4.85913,-5.66899
3.43,0,39.6901,42.989,7.26277,8.06974
3.43,1,73.5055,42.989,-4.03487,8.06974
3.43,2,42.989,73.5055,8.06974,-4.03487
3.43,3,70.2066,66.9077,-4.84184,-5.64882
3.44,0,39.7625,43.0695,7.23685,8.04095
3.44,1,73.4653,43.0695,-4.02047,8.04095
3.44,2,43.0695,73.4653,8.04095,-4.02047
3.44,3,70.1583,66.8514,-4.82457,-5.62866
3.45,0,39.8346,43.1496,7.21096,8.01218
3.45,1,73.4252,43.1496,-4.00609,8.01218
3.45,2,43.1496,73.4252,8.01218,-4.00609
3.45,3,70.1103,66.7953,-4.80731,-5.60852
3.46,0,39.9065,43.2294,7.18509,7.98343
3.46,1,73.3853,43.2294,-3.99172,7.98343
3.46,2,43.2294,73.3853,7.98343,-3.99172
3.46,3,70.0624,66.7394,-4.79006,-5.5884
3.47,0,39.9781,43.309,7.15924,7.95471
3.47,1,73.3455,43.309,-3.97736,7.95471
3.47,2,43.309,73.3455,7.95471,-3.97736
3.47,3,70.0146,66.6837,-4.77283,-5.5683
3.48,0,40.0494,43.3882,7.13342,7.92602
3.48,1,73.3059,43.3882,-3.96301,7.92602
3.48,2,43.3882,73.3059,7.92602,-3.96301
3.48,3,69.9671,66.6282,-4.75561,-5.54822
3.49,0,40.1205,43.4672,7.10762,7.89736
3.49,1,73.2664,43.4672,-3.94868,7.89736
3.49,2,43.4672,73.2664,7.89736,-3.94868
3.49,3,69.9197,66.573,-4.73841,-5.52815
3.5,0,40.1913,43.5459,7.08185,7.86872
3.5,1,73.2271,43.5459,-3.93436,7.86872
3.5,2,43.5459,73.2271,7.86872,-3.93436
3.5,3,69.8725,66.5179,-4.72123,-5.5081
3.51,0,40.2619,43.6243,7.0561,7.84011
3.51,1,73.1879,43.6243,-3.92006,7.84011
3.51,2,43.6243,73.1879,7.84011,-3.92006
3.51,3,69.8254,66.463,-4.70407,-5.48808
3.52,0,40.3322,43.7024,7.03038,7.81153
3.52,1,73.1488,43.7024,-3.90577,7.81153
3.52,2,43.7024,73.1488,7.81153,-3.90577
3.52,3,69.7786,66.4083,-4.68692,-5.46807
3.53,0,40.4022,43.7802,7.00469,7.78299
3.53,1,73.1099,43.7802,-3.89149,7.78299
3.53,2,43.7802,73.1099,7.78299,-3.89149
3.53,3,69.7319,66.3538,-4.66979,-5.44809
3.54,0,40.472,43.8578,6.97902,7.75447
3.54,1,73.0711,43.8578,-3.87723,7.75447
3.54,2,43.8578,73.0711,7.75447,-3.87723
3.54,3,69.6853,66.2996,-4.65268,-5.42813
3.55,0,40.5415,43.935,6.95339,7.72598
3.55,1,73.0325,43.935,-3.86299,7.72598
3.55,2,43.935,73.0325,7.72598,-3.86299
3.55,3,69.639,66.2455,-4.63559,-5.40819
3.56,0,40.6108,44.012,6.92778,7.69753
3.56,1,72.994,44.012,-3.84877,7.69753
3.56,2,44.012,72.994,7.69753,-3.84877
3.56,3,69.5928,66.1916,-4.61852,-5.38827
3.57,0,40.6798,44.0887,6.9022,7.66911
3.57,1,72.9557,44.0887,-3.83456,7.66911
3.57,2,44.0887,72.9557,7.66911,-3.83456
3.57,3,69.5468,66.1379,-4.60147,-5.36838
3.58,0,40.7486,44.1651,6.87666,7.64073
3.58,1,72.9174,44.1651,-3.82036,7.64073
3.58,2,44.1651,72.9174,7.64073,-3.82036
3.58,3,69.5009,66.0844,-4.58444,-5.34851
3.59,0,40.8171,44.2412,6.85114,7.61238
3.59,1,72.8794,44.2412,-3.80619,7.61238
3.59,2,44.2412,72.8794,7.61238,-3.80619
3.59,3,69.4553,66.0311,-4.56743,-5.32867
3.6,0,40.8854,44.3171,6.82566,7.58407
3.6,1,72.8415,44.3171,-3.79203,7.58407
3.6,2,44.3171,72.8415,7.58407,-3.79203
3.6,3,69.4098,65.9781,-4.55044,-5.30885
3.61,0,40.9534,44.3926,6.80021,7.55579
3.61,1,72.8037,44.3926,-3.77789,7.55579
3.61,2,44.3926,72.8037,7.55579,-3.77789
3.61,3,69.3644,65.9252,-4.53347,-5.28905
3.62,0,41.0211,44.4679,6.77479,7.52755
3.62,1,72.766,44.4679,-3.76377,7.52755
3.62,2,44.4679,72.766,7.52755,-3.76377
3.62,3,69.3193,65.8725,-4.51653,-5.26928
3.63,0,41.0886,44.5429,6.74941,7.49935
3.63,1,72.7286,44.5429,-3.74967,7.49935
3.63,2,44.5429,72.7286,7.49935,-3.74967
3.63,3,69.2743,65.82,-4.49961,-5.24954
3.64,0,41.1558,44.6176,6.72407,7.47118
3.64,1,72.6912,44.6176,-3.73559,7.47118
3.64,2,44.6176,72.6912,7.47118,-3.73559
3.64,3,69.2294,65.7677,-4.48271,-5.22983
3.65,0,41.2228,44.692,6.69875,7.44306
3.65,1,72.654,44.692,-3.72153,7.44306
3.65,2,44.692,72.654,7.44306,-3.72153
3.65,3,69.1848,65.7156,-4.46584,-5.21014
3.66,0,41.2896,44.7662,6.67348,7.41497
3.66,1,72.6169,44.7662,-3.70749,7.41497
3.66,2,44.7662,72.6169,7.41497,-3.70749
3.66,3,69.1403,65.6637,-4.44898,-5.19048
3.67,0,41.3561,44.8401,6.64824,7.38693
3.67,1,72.58,44.8401,-3.69346,7.38693
3.67,2,44.8401,72.58,7.38693,-3.69346
3.67,3,69.096,65.612,-4.43216,-5.17085
3.68,0,41.4223,44.9136,6.62303,7.35893
3.68,1,72.5432,44.9136,-3.67946,7.35893
3.68,2,44.9136,72.5432,7.35893,-3.67946
3.68,3,69.0518,65.5604,-4.41536,-5.15125
3.69,0,41.4883,44.987,6.59787,7.33096
3.69,1,72.5065,44.987,-3.66548,7.33096
3.69,2,44.987,72.5065,7.33096,-3.66548
3.69,3,69.0078,65.5091,-4.39858,-5.13168
3.7,0,41.554,45.06,6.57274,7.30305
3.7,1,72.47,45.06,-3.65152,7.30305
3.7,2,45.06,72.47,7.30305,-3.65152
3.7,3,68.964,65.458,-4.38183,-5.11213
3.71,0,41.6195,45.1327,6.54765,7.27517
3.71,1,72.4336,45.1327,-3.63758,7.27517
3.71,2,45.1327,72.4336,7.27517,-3.63758
3.71,3,68.9204,65.4071,-4.3651,-5.09262
3.72,0,41.6847,45.2052,6.5226,7.24734
3.72,1,72.3974,45.2052,-3.62367,7.24734
3.72,2,45.2052,72.3974,7.24734,-3.62367
3.72,3,68.8769,65.3564,-4.3484,-5.07313
3.73,0,41.7497,45.2774,6.49759,7.21955
3.73,1,72.3613,45.2774,-3.60977,7.21955
3.73,2,45.2774,72.3613,7.21955,-3.60977
3.73,3,68.8336,65.3058,-4.33173,-5.05368
3.74,0,41.8144,45.3493,6.47262,7.1918
3.74,1,72.3253,45.3493,-3.5959,7.1918
3.74,2,45.3493,72.3253,7.1918,-3.5959
3.74,3,68.7904,65.2555,-4.31508,-5.03426
3.75,0,41.8789,45.421,6.44769,7.1641
3.75,1,72.2895,45.421,-3.58205,7.1641
3.75,2,45.421,72.2895,7.1641,-3.58205
3.75,3,68.7474,65.2053,-4.29846,-5.01487
3.76,0,41.9431,45.4923,6.42281,7.13645
3.76,1,72.2538,45.4923,-3.56823,7.13645
3.76,2,45.4923,72.2538,7.13645,-3.56823
3.76,3,68.7046,65.1554,-4.28187,-4.99552
3.77,0,42.0071,45.5634,6.39796,7.10884
3.77,1,72.2183,45.5634,-3.55442,7.10884
3.77,2,45.5634,72.2183,7.10884,-3.55442
3.77,3,68.6619,65.1056,-4.26531,-4.97619
3.78,0,42.0708,45.6342,6.37316,7.08128
3.78,1,72.1829,45.6342,-3.54064,7.08128
3.78,2,45.6342,72.1829,7.08128,-3.54064
3.78,3,68.6195,65.056,-4.24877,-4.9569
3.79,0,42.1343,45.7048,6.34839,7.05377
3.79,1,72.1476,45.7048,-3.52689,7.05377
3.79,2,45.7048,72.1476,7.05377,-3.52689
3.79,3,68.5771,65.0067,-4.23226,-4.93764
3.8,0,42.1975,45.775,6.32368,7.02631
3.8,1,72.1125,45.775,-3.51315,7.02631
3.8,2,45.775,72.1125,7.02631,-3.51315
3.8,3,68.535,64.9575,-4.21578,-4.91842
3.81,0,42.2605,45.845,6.299,6.99889
3.81,1,72.0775,45.845,-3.49945,6.99889
3.81,2,45.845,72.0775,6.99889,-3.49945
3.81,3,68.493,64.9085,-4.19933,-4.89922
3.82,0,42.3233,45.9147,6.27437,6.97152
3.82,1,72.0426,45.9147,-3.48576,6.97152
3.82,2,45.9147,72.0426,6.97152,-3.48576
3.82,3,68.4512,64.8597,-4.18291,-4.88007
3.83,0,42.3858,45.9842,6.24979,6.94421
3.83,1,72.0079,45.9842,-3.4721,6.94421
3.83,2,45.9842,72.0079,6.94421,-3.4721
3.83,3,68.4095,64.8111,-4.16652,-4.86095
3.84,0,42.448,46.0533,6.22525,6.91694
3.84,1,71.9733,46.0533,-3.45847,6.91694
3.84,2,46.0533,71.9733,6.91694,-3.45847
3.84,3,68.368,64.7627,-4.15016,-4.84186
3.85,0,42.51,46.1222,6.20075,6.88972
3.85,1,71.9389,46.1222,-3.44486,6.88972
3.85,2,46.1222,71.9389,6.88972,-3.44486
3.85,3,68.3267,64.7144,-4.13383,-4.82281
3.86,0,42.5718,46.1909,6.1763,6.86256
3.86,1,71.9046,46.1909,-3.43128,6.86256
3.86,2,46.1909,71.9046,6.86256,-3.43128
3.86,3,68.2855,64.6664,-4.11753,-4.80379
3.87,0,42.6333,46.2592,6.1519,6.83544
3.87,1,71.8704,46.2592,-3.41772,6.83544
3.87,2,46.2592,71.8704,6.83544,-3.41772
3.87,3,68.2445,64.6185,-4.10127,-4.78481
3.88,0,42.6946,46.3273,6.12754,6.80838
3.88,1,71.8363,46.3273,-3.40419,6.80838
3.88,2,46.3273,71.8363,6.80838,-3.40419
3.88,3,68.2036,64.5709,-4.08503,-4.76587
3.89,0,42.7556,46.3951,6.10323,6.78137
3.89,1,71.8024,46.3951,-3.39069,6.78137
3.89,2,46.3951,71.8024,6.78137,-3.39069
3.89,3,68.1629,64.5234,-4.06882,-4.74696
3.9,0,42.8164,46.4627,6.07897,6.75441
3.9,1,71.7687,46.4627,-3.37721,6.75441
3.9,2,46.4627,71.7687,6.75441,-3.37721
3.9,3,68.1224,64.4761,-4.05265,-4.72809
3.91,0,42.8769,46.5299,6.05476,6.72751
3.91,1,71.735,46.5299,-3.36376,6.72751
3.91,2,46.5299,71.735,6.72751,-3.36376
3.91,3,68.082,64.429,-4.03651,-4.70926
3.92,0,42.9373,46.5969,6.0306,6.70066
3.92,1,71.7015,46.5969,-3.35033,6.70066
3.92,2,46.5969,71.7015,6.70066,-3.35033
