time,droneId,x,y,vx,vy
1.31,1,84.8079,20.3843,-5.91202,11.824
1.31,2,20.3843,84.8079,11.824,-5.91202
1.31,3,83.7694,82.731,-7.09442,-8.27683
1.32,0,19.4524,20.5027,10.6566,11.8406
1.32,1,84.7487,20.5027,-5.92031,11.8406
1.32,2,20.5027,84.7487,11.8406,-5.92031
1.32,3,83.6984,82.6481,-7.10437,-8.28843
1.33,0,19.5591,20.6212,10.6709,11.8565
1.33,1,84.6894,20.6212,-5.92826,11.8565
1.33,2,20.6212,84.6894,11.8565,-5.92826
1.33,3,83.6273,82.5651,-7.11391,-8.29956
1.34,0,19.666,20.74,10.6846,11.8718
1.34,1,84.63,20.74,-5.93588,11.8718
1.34,2,20.74,84.63,11.8718,-5.93588
1.34,3,83.556,82.482,-7.12305,-8.31023
1.35,0,19.7729,20.8588,10.6977,11.8863
1.35,1,84.5706,20.8588,-5.94317,11.8863
1.35,2,20.8588,84.5706,11.8863,-5.94317
1.35,3,83.4847,82.3988,-7.1318,-8.32043
1.36,0,19.88,20.9778,10.7102,11.9003
1.36,1,84.5111,20.9778,-5.95013,11.9003
1.36,2,20.9778,84.5111,11.9003,-5.95013
1.36,3,83.4133,82.3155,-7.14016,-8.33018
1.37,0,19.9873,21.097,10.7222,11.9135
1.37,1,84.4515,21.097,-5.95677,11.9135
1.37,2,21.097,84.4515,11.9135,-5.95677
1.37,3,83.3418,82.2321,-7.14813,-8.33948
1.38,0,20.0946,21.2162,10.7336,11.9262
1.38,1,84.3919,21.2162,-5.9631,11.9262
1.38,2,21.2162,84.3919,11.9262,-5.9631
1.38,3,83.2703,82.1486,-7.15572,-8.34834
1.39,0,20.202,21.3356,10.7444,11.9382
1.39,1,84.3322,21.3356,-5.96911,11.9382
1.39,2,21.3356,84.3322,11.9382,-5.96911
1.39,3,83.1986,82.0651,-7.16293,-8.35675
1.4,0,20.3096,21.4551,10.7547,11.9496
1.4,1,84.2724,21.4551,-5.97481,11.9496
1.4,2,21.4551,84.2724,11.9496,-5.97481
1.4,3,83.1269,81.9814,-7.16977,-8.36473
1.41,0,20.4172,21.5747,10.7644,11.9604
1.41,1,84.2126,21.5747,-5.9802,11.9604
1.41,2,21.5747,84.2126,11.9604,-5.9802
1.41,3,83.0552,81.8977,-7.17624,-8.37228
1.42,0,20.525,21.6944,10.7735,11.9706
1.42,1,84.1528,21.6944,-5.98529,11.9706
1.42,2,21.6944,84.1528,11.9706,-5.98529
1.42,3,82.9834,81.8139,-7.18235,-8.3794
1.43,0,20.6328,21.8142,10.7821,11.9802
1.43,1,84.0929,21.8142,-5.99008,11.9802
1.43,2,21.8142,84.0929,11.9802,-5.99008
1.43,3,82.9115,81.73,-7.18809,-8.38611
1.44,0,20.7407,21.9341,10.7902,11.9891
1.44,1,84.0329,21.9341,-5.99457,11.9891
1.44,2,21.9341,84.0329,11.9891,-5.99457
1.44,3,82.8395,81.6461,-7.19348,-8.39239
1.45,0,20.8487,22.0541,10.7978,11.9975
1.45,1,83.973,22.0541,-5.99876,11.9975
1.45,2,22.0541,83.973,11.9975,-5.99876
1.45,3,82.7676,81.5621,-7.19852,-8.39827
1.46,0,20.9567,22.1741,10.8048,12.0053
1.46,1,83.9129,22.1741,-6.00267,12.0053
1.46,2,22.1741,83.9129,12.0053,-6.00267
1.46,3,82.6955,81.4781,-7.2032,-8.40374
1.47,0,21.0648,22.2943,10.8113,12.0126
1.47,1,83.8529,22.2943,-6.00629,12.0126
1.47,2,22.2943,83.8529,12.0126,-6.00629
1.47,3,82.6234,81.394,-7.20755,-8.40881
1.48,0,21.173,22.4145,10.8173,12.0193
1.48,1,83.7928,22.4145,-6.00963,12.0193
1.48,2,22.4145,83.7928,12.0193,-6.00963
1.48,3,82.5513,81.3099,-7.21155,-8.41348
1.49,0,21.2812,22.5347,10.8228,12.0254
1.49,1,83.7326,22.5347,-6.01268,12.0254
1.49,2,22.5347,83.7326,12.0254,-6.01268
1.49,3,82.4792,81.2257,-7.21522,-8.41775
1.5,0,21.3895,22.655,10.8278,12.0309
1.5,1,83.6725,22.655,-6.01546,12.0309
1.5,2,22.655,83.6725,12.0309,-6.01546
1.5,3,82.407,81.1415,-7.21855,-8.42164
1.51,0,21.4978,22.7754,10.8323,12.0359
1.51,1,83.6123,22.7754,-6.01796,12.0359
1.51,2,22.7754,83.6123,12.0359,-6.01796
1.51,3,82.3348,81.0572,-7.22156,-8.42515
1.52,0,21.6062,22.8958,10.8364,12.0404
1.52,1,83.5521,22.8958,-6.0202,12.0404
1.52,2,22.8958,83.5521,12.0404,-6.0202
1.52,3,82.2625,80.973,-7.22424,-8.42828
1.53,0,21.7146,23.0162,10.8399,12.0443
1.53,1,83.4919,23.0162,-6.02216,12.0443
1.53,2,23.0162,83.4919,12.0443,-6.02216
1.53,3,82.1903,80.8886,-7.2266,-8.43103
1.54,0,21.823,23.1367,10.843,12.0477
1.54,1,83.4317,23.1367,-6.02387,12.0477
1.54,2,23.1367,83.4317,12.0477,-6.02387
1.54,3,82.118,80.8043,-7.22864,-8.43341
1.55,0,21.9315,23.2572,10.8456,12.0506
1.55,1,83.3714,23.2572,-6.02531,12.0506
1.55,2,23.2572,83.3714,12.0506,-6.02531
1.55,3,82.0457,80.72,-7.23037,-8.43543
1.56,0,22.04,23.3777,10.8477,12.053
1.56,1,83.3111,23.3777,-6.02649,12.053
1.56,2,23.3777,83.3111,12.053,-6.02649
1.56,3,81.9734,80.6356,-7.23179,-8.43708
1.57,0,22.1485,23.4983,10.8493,12.0548
1.57,1,83.2509,23.4983,-6.02741,12.0548
1.57,2,23.4983,83.2509,12.0548,-6.02741
1.57,3,81.901,80.5512,-7.2329,-8.43838
1.58,0,22.257,23.6188,10.8506,12.0562
1.58,1,83.1906,23.6188,-6.02809,12.0562
1.58,2,23.6188,83.1906,12.0562,-6.02809
1.58,3,81.8287,80.4668,-7.23371,-8.43932
1.59,0,22.3655,23.7394,10.8513,12.057
1.59,1,83.1303,23.7394,-6.02851,12.057
1.59,2,23.7394,83.1303,12.057,-6.02851
1.59,3,81.7564,80.3824,-7.23422,-8.43992
1.6,0,22.474,23.86,10.8516,12.0574
1.6,1,83.07,23.86,-6.02869,12.0574
1.6,2,23.86,83.07,12.0574,-6.02869
1.6,3,81.684,80.298,-7.23443,-8.44017
1.61,0,22.5825,23.9806,10.8515,12.0573
1.61,1,83.0097,23.9806,-6.02863,12.0573
1.61,2,23.9806,83.0097,12.0573,-6.02863
1.61,3,81.6117,80.2136,-7.23435,-8.44008
1.62,0,22.691,24.1011,10.851,12.0566
1.62,1,82.9494,24.1011,-6.02832,12.0566
1.62,2,24.1011,82.9494,12.0566,-6.02832
1.62,3,81.5393,80.1292,-7.23399,-8.43965
1.63,0,22.7995,24.2217,10.85,12.0556
1.63,1,82.8892,24.2217,-6.02778,12.0556
1.63,2,24.2217,82.8892,12.0556,-6.02778
1.63,3,81.467,80.0448,-7.23334,-8.4389
1.64,0,22.908,24.3422,10.8486,12.054
1.64,1,82.8289,24.3422,-6.02701,12.054
1.64,2,24.3422,82.8289,12.054,-6.02701
1.64,3,81.3947,79.9604,-7.23241,-8.43781
1.65,0,23.0165,24.4627,10.8468,12.052
1.65,1,82.7686,24.4627,-6.026,12.052
1.65,2,24.4627,82.7686,12.052,-6.026
1.65,3,81.3224,79.8761,-7.2312,-8.4364
1.66,0,23.1249,24.5832,10.8446,12.0495
1.66,1,82.7084,24.5832,-6.02476,12.0495
1.66,2,24.5832,82.7084,12.0495,-6.02476
1.66,3,81.2501,79.7917,-7.22971,-8.43466
1.67,0,23.2333,24.7037,10.8419,12.0466
1.67,1,82.6481,24.7037,-6.0233,12.0466
1.67,2,24.7037,82.6481,12.0466,-6.0233
1.67,3,81.1778,79.7074,-7.22796,-8.43261
1.68,0,23.3417,24.8241,10.8389,12.0432
1.68,1,82.5879,24.8241,-6.02161,12.0432
1.68,2,24.8241,82.5879,12.0432,-6.02161
1.68,3,81.1055,79.6231,-7.22593,-8.43025
1.69,0,23.4501,24.9445,10.8355,12.0394
1.69,1,82.5277,24.9445,-6.0197,12.0394
1.69,2,24.9445,82.5277,12.0394,-6.0197
1.69,3,81.0333,79.5388,-7.22364,-8.42758
1.7,0,23.5584,25.0649,10.8316,12.0352
1.7,1,82.4676,25.0649,-6.01758,12.0352
1.7,2,25.0649,82.4676,12.0352,-6.01758
1.7,3,80.9611,79.4546,-7.22109,-8.42461
1.71,0,23.6667,25.1852,10.8274,12.0305
1.71,1,82.4074,25.1852,-6.01524,12.0305
1.71,2,25.1852,82.4074,12.0305,-6.01524
1.71,3,80.8889,79.3704,-7.21828,-8.42133
1.72,0,23.7749,25.3054,10.8228,12.0254
1.72,1,82.3473,25.3054,-6.01268,12.0254
1.72,2,25.3054,82.3473,12.0254,-6.01268
1.72,3,80.8167,79.2862,-7.21522,-8.41775
1.73,0,23.8831,25.4256,10.8179,12.0198
1.73,1,82.2872,25.4256,-6.00992,12.0198
1.73,2,25.4256,82.2872,12.0198,-6.00992
1.73,3,80.7446,79.2021,-7.2119,-8.41389
1.74,0,23.9912,25.5458,10.8125,12.0139
1.74,1,82.2271,25.5458,-6.00695,12.0139
1.74,2,25.5458,82.2271,12.0139,-6.00695
1.74,3,80.6725,79.118,-7.20834,-8.40973
1.75,0,24.0993,25.6659,10.8068,12.0075
1.75,1,82.1671,25.6659,-6.00377,12.0075
1.75,2,25.6659,82.1671,12.0075,-6.00377
1.75,3,80.6005,79.0339,-7.20453,-8.40528
1.76,0,24.2073,25.7859,10.8007,12.0008
1.76,1,82.1071,25.7859,-6.0004,12.0008
1.76,2,25.7859,82.1071,12.0008,-6.0004
1.76,3,80.5285,78.9499,-7.20048,-8.40056
1.77,0,24.3152,25.9058,10.7943,11.9936
1.77,1,82.0471,25.9058,-5.99682,11.9936
1.77,2,25.9058,82.0471,11.9936,-5.99682
1.77,3,80.4565,78.8659,-7.19618,-8.39555
1.78,0,24.4231,26.0257,10.7875,11.9861
1.78,1,81.9872,26.0257,-5.99305,11.9861
1.78,2,26.0257,81.9872,11.9861,-5.99305
1.78,3,80.3846,78.782,-7.19166,-8.39027
1.79,0,24.5309,26.1454,10.7803,11.9782
1.79,1,81.9273,26.1454,-5.98908,11.9782
1.79,2,26.1454,81.9273,11.9782,-5.98908
1.79,3,80.3127,78.6982,-7.18689,-8.38471
1.8,0,24.6386,26.2651,10.7729,11.9698
1.8,1,81.8674,26.2651,-5.98492,11.9698
1.8,2,26.2651,81.8674,11.9698,-5.98492
1.8,3,80.2409,78.6144,-7.1819,-8.37889
1.81,0,24.7463,26.3848,10.765,11.9611
1.81,1,81.8076,26.3848,-5.98057,11.9611
1.81,2,26.3848,81.8076,11.9611,-5.98057
1.81,3,80.1691,78.5307,-7.17668,-8.3728
1.82,0,24.8538,26.5043,10.7569,11.9521
1.82,1,81.7479,26.5043,-5.97603,11.9521
1.82,2,26.5043,81.7479,11.9521,-5.97603
1.82,3,80.0974,78.447,-7.17124,-8.36645
1.83,0,24.9613,26.6237,10.7484,11.9426
1.83,1,81.6882,26.6237,-5.97131,11.9426
1.83,2,26.6237,81.6882,11.9426,-5.97131
1.83,3,80.0258,78.3634,-7.16557,-8.35984
1.84,0,25.0687,26.743,10.7395,11.9328
1.84,1,81.6285,26.743,-5.96641,11.9328
1.84,2,26.743,81.6285,11.9328,-5.96641
1.84,3,79.9542,78.2799,-7.15969,-8.35297
1.85,0,25.176,26.8623,10.7304,11.9227
1.85,1,81.5689,26.8623,-5.96133,11.9227
1.85,2,26.8623,81.5689,11.9227,-5.96133
1.85,3,79.8826,78.1964,-7.15359,-8.34586
1.86,0,25.2832,26.9814,10.7209,11.9121
1.86,1,81.5093,26.9814,-5.95607,11.9121
1.86,2,26.9814,81.5093,11.9121,-5.95607
1.86,3,79.8112,78.113,-7.14728,-8.33849
1.87,0,25.3903,27.1004,10.7111,11.9013
1.87,1,81.4498,27.1004,-5.95063,11.9013
1.87,2,27.1004,81.4498,11.9013,-5.95063
1.87,3,79.7398,78.0297,-7.14076,-8.33088
1.88,0,25.4974,27.2193,10.701,11.89
1.88,1,81.3904,27.2193,-5.94502,11.89
1.88,2,27.2193,81.3904,11.89,-5.94502
1.88,3,79.6684,77.9465,-7.13403,-8.32303
1.89,0,25.6043,27.3381,10.6906,11.8785
1.89,1,81.331,27.3381,-5.93924,11.8785
1.89,2,27.3381,81.331,11.8785,-5.93924
1.89,3,79.5972,77.8633,-7.12709,-8.31494
1.9,0,25.7111,27.4567,10.6799,11.8666
1.9,1,81.2716,27.4567,-5.9333,11.8666
1.9,2,27.4567,81.2716,11.8666,-5.9333
1.9,3,79.526,77.7803,-7.11996,-8.30661
1.91,0,25.8178,27.5753,10.6689,11.8544
1.91,1,81.2124,27.5753,-5.92718,11.8544
1.91,2,27.5753,81.2124,11.8544,-5.92718
1.91,3,79.4548,77.6973,-7.11262,-8.29806
1.92,0,25.9243,27.6937,10.6576,11.8418
1.92,1,81.1532,27.6937,-5.92091,11.8418
1.92,2,27.6937,81.1532,11.8418,-5.92091
1.92,3,79.3838,77.6144,-7.10509,-8.28927
1.93,0,26.0308,27.812,10.646,11.8289
1.93,1,81.094,27.812,-5.91447,11.8289
1.93,2,27.812,81.094,11.8289,-5.91447
1.93,3,79.3128,77.5316,-7.09736,-8.28026
1.94,0,26.1371,27.9301,10.6342,11.8157
1.94,1,81.0349,27.9301,-5.90787,11.8157
1.94,2,27.9301,81.0349,11.8157,-5.90787
1.94,3,79.2419,77.4489,-7.08944,-8.27102
1.95,0,26.2434,28.0482,10.622,11.8022
1.95,1,80.9759,28.0482,-5.90112,11.8022
1.95,2,28.0482,80.9759,11.8022,-5.90112
1.95,3,79.1711,77.3663,-7.08134,-8.26156
1.96,0,26.3494,28.1661,10.6096,11.7884
1.96,1,80.917,28.1661,-5.89421,11.7884
1.96,2,28.1661,80.917,11.7884,-5.89421
1.96,3,79.1004,77.2838,-7.07305,-8.25189
1.97,0,26.4554,28.2838,10.5969,11.7743
1.97,1,80.8581,28.2838,-5.88714,11.7743
1.97,2,28.2838,80.8581,11.7743,-5.88714
1.97,3,79.0297,77.2013,-7.06457,-8.242
1.98,0,26.5613,28.4014,10.5839,11.7599
1.98,1,80.7993,28.4014,-5.87993,11.7599
1.98,2,28.4014,80.7993,11.7599,-5.87993
1.98,3,78.9592,77.119,-7.05592,-8.2319
1.99,0,26.667,28.5188,10.5706,11.7451
1.99,1,80.7406,28.5188,-5.87257,11.7451
1.99,2,28.5188,80.7406,11.7451,-5.87257
1.99,3,78.8887,77.0368,-7.04708,-8.2216
2,0,26.7725,28.6361,10.5571,11.7301
2,1,80.6819,28.6361,-5.86506,11.7301
2,2,28.6361,80.6819,11.7301,-5.86506
2,3,78.8183,76.9547,-7.03807,-8.21108
2.01,0,26.878,28.7533,10.5433,11.7148
2.01,1,80.6234,28.7533,-5.85741,11.7148
2.01,2,28.7533,80.6234,11.7148,-5.85741
2.01,3,78.748,76.8727,-7.02889,-8.20037
2.02,0,26.9833,28.8703,10.5293,11.6992
2.02,1,80.5649,28.8703,-5.84961,11.6992
2.02,2,28.8703,80.5649,11.6992,-5.84961
2.02,3,78.6778,76.7908,-7.01953,-8.18946
2.03,0,27.0884,28.9871,10.515,11.6834
2.03,1,80.5064,28.9871,-5.84168,11.6834
2.03,2,28.9871,80.5064,11.6834,-5.84168
2.03,3,78.6077,76.709,-7.01001,-8.17835
2.04,0,27.1934,29.1038,10.5005,11.6672
2.04,1,80.4481,29.1038,-5.8336,11.6672
2.04,2,29.1038,80.4481,11.6672,-5.8336
2.04,3,78.5377,76.6273,-7.00032,-8.16704
2.05,0,27.2983,29.2203,10.4857,11.6508
2.05,1,80.3898,29.2203,-5.82539,11.6508
2.05,2,29.2203,80.3898,11.6508,-5.82539
2.05,3,78.4678,76.5458,-6.99047,-8.15555
2.06,0,27.403,29.3366,10.4707,11.6341
2.06,1,80.3317,29.3366,-5.81704,11.6341
2.06,2,29.3366,80.3317,11.6341,-5.81704
2.06,3,78.398,76.4644,-6.98045,-8.14386
2.07,0,27.5075,29.4528,10.4554,11.6171
2.07,1,80.2736,29.4528,-5.80857,11.6171
2.07,2,29.4528,80.2736,11.6171,-5.80857
2.07,3,78.3283,76.383,-6.97028,-8.13199
2.08,0,27.6119,29.5688,10.4399,11.5999
2.08,1,80.2156,29.5688,-5.79996,11.5999
2.08,2,29.5688,80.2156,11.5999,-5.79996
2.08,3,78.2587,76.3018,-6.95995,-8.11994
2.09,0,27.7162,29.6846,10.4242,11.5824
2.09,1,80.1577,29.6846,-5.79122,11.5824
2.09,2,29.6846,80.1577,11.5824,-5.79122
2.09,3,78.1892,76.2208,-6.94947,-8.10771
2.1,0,27.8203,29.8003,10.4082,11.5647
2.1,1,80.0999,29.8003,-5.78236,11.5647
2.1,2,29.8003,80.0999,11.5647,-5.78236
2.1,3,78.1198,76.1398,-6.93883,-8.0953
2.11,0,27.9242,29.9158,10.3921,11.5467
2.11,1,80.0421,29.9158,-5.77337,11.5467
2.11,2,29.9158,80.0421,11.5467,-5.77337
2.11,3,78.0505,76.059,-6.92804,-8.08272
2.12,0,28.0279,30.031,10.3757,11.5285
2.12,1,79.9845,30.031,-5.76426,11.5285
2.12,2,30.031,79.9845,11.5285,-5.76426
2.12,3,77.9814,75.9783,-6.91711,-8.06996
2.13,0,28.1315,30.1461,10.359,11.51
2.13,1,79.9269,30.1461,-5.75502,11.51
2.13,2,30.1461,79.9269,11.51,-5.75502
2.13,3,77.9123,75.8977,-6.90603,-8.05703
2.14,0,28.2349,30.2611,10.3422,11.4913
2.14,1,79.8695,30.2611,-5.74567,11.4913
2.14,2,30.2611,79.8695,11.4913,-5.74567
2.14,3,77.8434,75.8173,-6.89481,-8.04394
2.15,0,28.3382,30.3758,10.3252,11.4724
2.15,1,79.8121,30.3758,-5.7362,11.4724
2.15,2,30.3758,79.8121,11.4724,-5.7362
2.15,3,77.7745,75.737,-6.88344,-8.03068
2.16,0,28.4413,30.4903,10.3079,11.4532
2.16,1,79.7548,30.4903,-5.72661,11.4532
2.16,2,30.4903,79.7548,11.4532,-5.72661
2.16,3,77.7058,75.6568,-6.87194,-8.01726
2.17,0,28.5442,30.6046,10.2904,11.4338
2.17,1,79.6977,30.6046,-5.71691,11.4338
2.17,2,30.6046,79.6977,11.4338,-5.71691
2.17,3,77.6372,75.5767,-6.8603,-8.00368
2.18,0,28.6469,30.7188,10.2728,11.4142
2.18,1,79.6406,30.7188,-5.7071,11.4142
2.18,2,30.7188,79.6406,11.4142,-5.7071
2.18,3,77.5687,75.4968,-6.84852,-7.98994
2.19,0,28.7495,30.8327,10.2549,11.3944
2.19,1,79.5836,30.8327,-5.69718,11.3944
2.19,2,30.8327,79.5836,11.3944,-5.69718
2.19,3,77.5004,75.4171,-6.83662,-7.97605
2.2,0,28.8518,30.9465,10.2369,11.3743
2.2,1,79.5268,30.9465,-5.68715,11.3743
2.2,2,30.9465,79.5268,11.3743,-5.68715
2.2,3,77.4321,75.3375,-6.82458,-7.96201
2.21,0,28.954,31.06,10.2186,11.354
2.21,1,79.47,31.06,-5.67701,11.354
2.21,2,31.06,79.47,11.354,-5.67701
2.21,3,77.364,75.258,-6.81241,-7.94781
2.22,0,29.056,31.1733,10.2002,11.3335
2.22,1,79.4133,31.1733,-5.66677,11.3335
2.22,2,31.1733,79.4133,11.3335,-5.66677
2.22,3,77.296,75.1787,-6.80012,-7.93347
2.23,0,29.1578,31.2865,10.1816,11.3128
2.23,1,79.3568,31.2865,-5.65642,11.3128
2.23,2,31.2865,79.3568,11.3128,-5.65642
2.23,3,77.2281,75.0995,-6.7877,-7.91898
2.24,0,29.2595,31.3994,10.1627,11.2919
2.24,1,79.3003,31.3994,-5.64597,11.2919
2.24,2,31.3994,79.3003,11.2919,-5.64597
2.24,3,77.1604,75.0204,-6.77516,-7.90435
2.25,0,29.3609,31.5121,10.1438,11.2708
2.25,1,79.2439,31.5121,-5.63542,11.2708
2.25,2,31.5121,79.2439,11.2708,-5.63542
2.25,3,77.0927,74.9415,-6.7625,-7.88958
2.26,0,29.4621,31.6246,10.1246,11.2495
2.26,1,79.1877,31.6246,-5.62477,11.2495
2.26,2,31.6246,79.1877,11.2495,-5.62477
2.26,3,77.0252,74.8628,-6.74972,-7.87468
2.27,0,29.5632,31.7369,10.1052,11.228
2.27,1,79.1316,31.7369,-5.61402,11.228
2.27,2,31.7369,79.1316,11.228,-5.61402
2.27,3,76.9579,74.7842,-6.73683,-7.85963
2.28,0,29.664,31.8489,10.0857,11.2064
2.28,1,79.0755,31.8489,-5.60318,11.2064
2.28,2,31.8489,79.0755,11.2064,-5.60318
2.28,3,76.8906,74.7057,-6.72382,-7.84445
2.29,0,29.7647,31.9608,10.066,11.1845
2.29,1,79.0196,31.9608,-5.59224,11.1845
2.29,2,31.9608,79.0196,11.1845,-5.59224
2.29,3,76.8235,74.6274,-6.71069,-7.82914
2.3,0,29.8652,32.0724,10.0462,11.1624
2.3,1,78.9638,32.0724,-5.58121,11.1624
2.3,2,32.0724,78.9638,11.1624,-5.58121
2.3,3,76.7566,74.5493,-6.69746,-7.8137
2.31,0,29.9654,32.1838,10.0262,11.1402
2.31,1,78.9081,32.1838,-5.5701,11.1402
2.31,2,32.1838,78.9081,11.1402,-5.5701
2.31,3,76.6897,74.4713,-6.68411,-7.79813
2.32,0,30.0655,32.295,10.006,11.1178
2.32,1,78.8525,32.295,-5.55889,11.1178
2.32,2,32.295,78.8525,11.1178,-5.55889
2.32,3,76.623,74.3935,-6.67066,-7.78244
2.33,0,30.1654,32.4059,9.98566,11.0952
2.33,1,78.797,32.4059,-5.54759,11.0952
2.33,2,32.4059,78.797,11.0952,-5.54759
2.33,3,76.5564,74.3158,-6.65711,-7.76663
2.34,0,30.265,32.5167,9.96517,11.0724
2.34,1,78.7417,32.5167,-5.53621,11.0724
2.34,2,32.5167,78.7417,11.0724,-5.53621
2.34,3,76.49,74.2383,-6.64345,-7.75069
2.35,0,30.3644,32.6272,9.94453,11.0495
2.35,1,78.6864,32.6272,-5.52474,11.0495
2.35,2,32.6272,78.6864,11.0495,-5.52474
2.35,3,76.4237,74.161,-6.62969,-7.73464
2.36,0,30.4637,32.7374,9.92374,11.0264
2.36,1,78.6313,32.7374,-5.51319,11.0264
2.36,2,32.7374,78.6313,11.0264,-5.51319
2.36,3,76.3575,74.0838,-6.61583,-7.71846
2.37,0,30.5627,32.8475,9.9028,11.0031
2.37,1,78.5763,32.8475,-5.50156,11.0031
2.37,2,32.8475,78.5763,11.0031,-5.50156
2.37,3,76.2915,74.0068,-6.60187,-7.70218
2.38,0,30.6615,32.9573,9.88171,10.9797
2.38,1,78.5214,32.9573,-5.48984,10.9797
2.38,2,32.9573,78.5214,10.9797,-5.48984
2.38,3,76.2256,73.9299,-6.58781,-7.68578
2.39,0,30.7601,33.0668,9.86049,10.9561
2.39,1,78.4666,33.0668,-5.47805,10.9561
2.39,2,33.0668,78.4666,10.9561,-5.47805
2.39,3,76.1599,73.8532,-6.57366,-7.66927
2.4,0,30.8585,33.1761,9.83912,10.9324
2.4,1,78.4119,33.1761,-5.46618,10.9324
2.4,2,33.1761,78.4119,10.9324,-5.46618
2.4,3,76.0943,73.7767,-6.55941,-7.65265
2.41,0,30.9567,33.2852,9.81762,10.9085
2.41,1,78.3574,33.2852,-5.45423,10.9085
2.41,2,33.2852,78.3574,10.9085,-5.45423
2.41,3,76.0289,73.7003,-6.54508,-7.63593
2.42,0,31.0547,33.3941,9.79598,10.8844
2.42,1,78.303,33.3941,-5.44221,10.8844
2.42,2,33.3941,78.303,10.8844,-5.44221
2.42,3,75.9636,73.6242,-6.53065,-7.6191
2.43,0,31.1524,33.5027,9.77421,10.8602
2.43,1,78.2487,33.5027,-5.43012,10.8602
2.43,2,33.5027,78.2487,10.8602,-5.43012
2.43,3,75.8984,73.5481,-6.51614,-7.60216
2.44,0,31.2499,33.611,9.75231,10.8359
2.44,1,78.1945,33.611,-5.41795,10.8359
2.44,2,33.611,78.1945,10.8359,-5.41795
2.44,3,75.8334,73.4723,-6.50154,-7.58513
2.45,0,31.3472,33.7191,9.73028,10.8114
2.45,1,78.1404,33.7191,-5.40571,10.8114
2.45,2,33.7191,78.1404,10.8114,-5.40571
2.45,3,75.7685,73.3966,-6.48685,-7.568
2.46,0,31.4443,33.827,9.70813,10.7868
2.46,1,78.0865,33.827,-5.39341,10.7868
2.46,2,33.827,78.0865,10.7868,-5.39341
2.46,3,75.7038,73.3211,-6.47209,-7.55077
2.47,0,31.5412,33.9346,9.68585,10.7621
2.47,1,78.0327,33.9346,-5.38103,10.7621
2.47,2,33.9346,78.0327,10.7621,-5.38103
2.47,3,75.6392,73.2458,-6.45724,-7.53344
2.48,0,31.6378,34.042,9.66346,10.7372
2.48,1,77.979,34.042,-5.36859,10.7372
2.48,2,34.042,77.979,10.7372,-5.36859
2.48,3,75.5748,73.1706,-6.44231,-7.51602
2.49,0,31.7342,34.1491,9.64095,10.7122
2.49,1,77.9254,34.1491,-5.35608,10.7122
2.49,2,34.1491,77.9254,10.7122,-5.35608
2.49,3,75.5105,73.0956,-6.4273,-7.49851
2.5,0,31.8304,34.256,9.61832,10.687
2.5,1,77.872,34.256,-5.34351,10.687
2.5,2,34.256,77.872,10.687,-5.34351
2.5,3,75.4464,73.0208,-6.41221,-7.48091
2.51,0,31.9264,34.3626,9.59558,10.6618
2.51,1,77.8187,34.3626,-5.33088,10.6618
2.51,2,34.3626,77.8187,10.6618,-5.33088
2.51,3,75.3824,72.9462,-6.39705,-7.46323
2.52,0,32.0221,34.469,9.57272,10.6364
2.52,1,77.7655,34.469,-5.31818,10.6364
2.52,2,34.469,77.7655,10.6364,-5.31818
2.52,3,75.3186,72.8717,-6.38182,-7.44545
2.53,0,32.1176,34.5751,9.54976,10.6108
2.53,1,77.7125,34.5751,-5.30542,10.6108
2.53,2,34.5751,77.7125,10.6108,-5.30542
2.53,3,75.2549,72.7974,-6.36651,-7.42759
2.54,0,32.2128,34.6809,9.5267,10.5852
2.54,1,77.6595,34.6809,-5.29261,10.5852
2.54,2,34.6809,77.6595,10.5852,-5.29261
2.54,3,75.1914,72.7233,-6.35113,-7.40965
2.55,0,32.3079,34.7865,9.50352,10.5595
2.55,1,77.6067,34.7865,-5.27974,10.5595
2.55,2,34.7865,77.6067,10.5595,-5.27974
2.55,3,75.1281,72.6494,-6.33568,-7.39163
2.56,0,32.4027,34.8919,9.48025,10.5336
2.56,1,77.5541,34.8919,-5.26681,10.5336
2.56,2,34.8919,77.5541,10.5336,-5.26681
2.56,3,75.0649,72.5757,-6.32017,-7.37353
2.57,0,32.4973,34.9969,9.45688,10.5076
2.57,1,77.5015,34.9969,-5.25382,10.5076
2.57,2,34.9969,77.5015,10.5076,-5.25382
2.57,3,75.0018,72.5021,-6.30458,-7.35535
2.58,0,32.5916,35.1018,9.43341,10.4816
2.58,1,77.4491,35.1018,-5.24078,10.4816
2.58,2,35.1018,77.4491,10.4816,-5.24078
2.58,3,74.9389,72.4288,-6.28894,-7.33709
2.59,0,32.6857,35.2063,9.40984,10.4554
2.59,1,77.3968,35.2063,-5.22769,10.4554
2.59,2,35.2063,77.3968,10.4554,-5.22769
2.59,3,74.8762,72.3556,-6.27323,-7.31876
2.6,0,32.7795,35.3106,9.38618,10.4291
2.6,1,77.3447,35.3106,-5.21454,10.4291
2.6,2,35.3106,77.3447,10.4291,-5.21454
2.6,3,74.8136,72.2826,-6.25745,-7.30036
2.61,0,32.8732,35.4146,9.36243,10.4027
2.61,1,77.2927,35.4146,-5.20135,10.4027
2.61,2,35.4146,77.2927,10.4027,-5.20135
2.61,3,74.7512,72.2098,-6.24162,-7.28189
2.62,0,32.9666,35.5184,9.33858,10.3762
